crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year
AUTO THEFT,160621629,03/02/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.846759999999996,-84.36211999999999,03,02,2016
LARCENY-NON VEHICLE,160621663,03/02/2016,1505 CHATTAHOOCHEE AVE NW,204,Bolton,D,33.8119,-84.43766,03,02,2016
LARCENY-FROM VEHICLE,160621687,03/02/2016,215 W WIEUCA RD NE,209,North Buckhead,B,33.87645,-84.37916,03,02,2016
BURGLARY-RESIDENCE,160621823,03/02/2016,2960 1ST AVE SW,311,Hammond Park,X,33.67406,-84.40142,03,02,2016
LARCENY-FROM VEHICLE,160621828,03/02/2016,870 NORTHSIDE DR NW,504,Marietta Street Artery,E,33.77859,-84.40794,03,02,2016
BURGLARY-RESIDENCE,160621835,03/02/2016,965 SELLS AVE SW,104,Harris Chiles,T,33.745459999999994,-84.41974,03,02,2016
LARCENY-FROM VEHICLE,160621873,03/02/2016,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043000000001,03,02,2016
LARCENY-NON VEHICLE,160621907,03/02/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,03,02,2016
LARCENY-NON VEHICLE,160622016,03/02/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,03,02,2016
LARCENY-FROM VEHICLE,160622021,03/02/2016,2525 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.824,-84.36521,03,02,2016
AUTO THEFT,160622062,03/02/2016,324 TED TURNER DR NW,508,Downtown,M,33.763490000000004,-84.38925,03,02,2016
BURGLARY-RESIDENCE,160622081,03/02/2016,967 METROPOLITAN PKWY SW,301,Adair Park,V,33.72853,-84.40839,03,02,2016
BURGLARY-RESIDENCE,160622090,03/02/2016,3883 ADAMSVILLE DR SW,407,Baker Hills,H,33.76228,-84.51481,03,02,2016
LARCENY-FROM VEHICLE,160622147,03/02/2016,1944 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81165,-84.36787,03,02,2016
AGG ASSAULT,160622153,03/02/2016,829 HALL ST NW,109,Center Hill,J,33.77789,-84.46583000000001,03,02,2016
AUTO THEFT,160622590,03/02/2016,2700 BUTNER RD SW,413,Butner/Tell,P,33.68085,-84.53728000000001,03,02,2016
BURGLARY-RESIDENCE,160622618,03/02/2016,464 CAMROSE WAY NW,114,Fairburn Heights,H,33.76795,-84.50610999999999,03,02,2016
LARCENY-NON VEHICLE,160622668,03/02/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791,03,02,2016
LARCENY-NON VEHICLE,160622701,03/02/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,03,02,2016
BURGLARY-RESIDENCE,160622720,03/02/2016,2124 CHESHIRE BRIDGE RD,212,Lindridge/Martin Manor,F,33.81307,-84.35424,03,02,2016
AUTO THEFT,160622842,03/02/2016,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,113,Brookview Heights,G,33.78652,-84.49013000000001,03,02,2016
LARCENY-NON VEHICLE,160622968,03/02/2016,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,03,02,2016
RAPE,160622994,03/02/2016,17 GERTRUDE PL,110,Grove Park,J,33.77523,-84.44416,03,02,2016
AUTO THEFT,160623014,03/02/2016,2950 STONE HOGAN CONN SW ,411,Greenbriar,R,33.67665,-84.49643,03,02,2016
LARCENY-NON VEHICLE,160623145,03/02/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,03,02,2016
BURGLARY-RESIDENCE,160623163,03/02/2016,723 CRESTWELL CIR SW,407,Mays,H,33.74552,-84.50326,03,02,2016
LARCENY-NON VEHICLE,160623191,03/02/2016,898 OAK ST SW,401,West End,T,33.74057,-84.41738000000001,03,02,2016
BURGLARY-RESIDENCE,160623194,03/02/2016,2124 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81447,-84.35486999999999,03,02,2016
BURGLARY-RESIDENCE,160623213,03/02/2016,708 CELESTE LN SW,407,Mays,H,33.74273,-84.50545,03,02,2016
AUTO THEFT,160623318,03/02/2016,1617 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76385,-84.44072,03,02,2016
LARCENY-FROM VEHICLE,160623344,03/02/2016,141 PEACHTREE ST SW,512,Downtown,M,33.75073,-84.39331,03,02,2016
AUTO THEFT,160623393,03/02/2016,151 ELLIS,510,Downtown,M,33.75837,-84.38221,03,02,2016
BURGLARY-RESIDENCE,160623440,03/02/2016,1662 BREWER BLVD SW,306,Sylvan Hills,X,33.70949,-84.41703000000001,03,02,2016
LARCENY-NON VEHICLE,160623497,03/02/2016,1795 HOWELL MILL RD NW,204,Berkeley Park,D,33.80377,-84.41354,03,02,2016
LARCENY-FROM VEHICLE,160613318,03/02/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,03,02,2016
LARCENY-NON VEHICLE,160618041,03/01/2016,6000 N. TERMINAL ,701,,,33.64184,-84.4477,03,01,2016
LARCENY-NON VEHICLE,160603238,03/01/2016,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,03,01,2016
LARCENY-FROM VEHICLE,160610064,03/01/2016,752 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77498,-84.35291,03,01,2016
ROBBERY-PEDESTRIAN,160610197,03/01/2016,24 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75371,-84.40271,03,01,2016
LARCENY-FROM VEHICLE,160610404,03/01/2016,28 GROVE PARK PL NW,110,Grove Park,J,33.77661,-84.43945,03,01,2016
BURGLARY-RESIDENCE,160610424,03/01/2016,90 WESLEY AVE NE,609,Edgewood,O,33.756040000000006,-84.33754,03,01,2016
LARCENY-FROM VEHICLE,160610546,03/01/2016,620 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.771679999999996,-84.36779,03,01,2016
AGG ASSAULT,160610564,03/01/2016,623 PARKWAY DR NE,603,Old Fourth Ward,M,33.77156,-84.37267,03,01,2016
AGG ASSAULT,160610696,03/01/2016,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,03,01,2016
AUTO THEFT,160610698,03/01/2016,1150 ASTOR AVE SW,306,Sylvan Hills,X,33.701370000000004,-84.42678000000001,03,01,2016
BURGLARY-RESIDENCE,160610741,03/01/2016,1350 WESTRIDGE RD SW,408,Venetian Hills,S,33.71822,-84.44659,03,01,2016
AUTO THEFT,160610807,03/01/2016,19 WEATHERBY ST SE,606,Reynoldstown,N,33.7533,-84.35439000000001,03,01,2016
BURGLARY-NONRES,160610845,03/01/2016,2001 SYLVAN RD SW @CARIBU APTS,306,Sylvan Hills,X,33.69988,-84.42084,03,01,2016
LARCENY-NON VEHICLE,160610866,03/01/2016,1911 PIEDMONT CIR NE,212,Piedmont Heights,F,33.80934,-84.36652,03,01,2016
LARCENY-FROM VEHICLE,160611072,03/01/2016,951 GLENWOOD AVE SE,607,Ormewood Park,W,33.73771,-84.35687,03,01,2016
AUTO THEFT,160611280,03/01/2016,1005 BALDWIN ST SW,104,Ashview Heights,T,33.74647,-84.42057,03,01,2016
AGG ASSAULT,160611376,03/01/2016,2284 CASCADE RD SW,409,Adams Park,R,33.722359999999995,-84.46325,03,01,2016
LARCENY-FROM VEHICLE,160611390,03/01/2016,20 10TH ST NW,503,Midtown,E,33.78125,-84.38813,03,01,2016
BURGLARY-NONRES,160611447,03/01/2016,2519 CHANTILLY DR NE,212,Lindridge/Martin Manor,F,33.82369,-84.35056,03,01,2016
AUTO THEFT,160611496,03/01/2016,4420 BAKERS FERRY RD SW,407,Boulder Park,H,33.751259999999995,-84.53185,03,01,2016
LARCENY-NON VEHICLE,160611508,03/01/2016,3170 GREENBRIAR PKWY SW,411,Greenbriar,R,33.6861,-84.49202,03,01,2016
LARCENY-FROM VEHICLE,160611552,03/01/2016,1544 PIEDMONT AVE NE ,213,Piedmont Heights,F,33.79789,-84.37101,03,01,2016
LARCENY-FROM VEHICLE,160611619,03/01/2016,2596 PARKSIDE DR NE,206,Peachtree Heights East,B,33.82561,-84.38543,03,01,2016
LARCENY-FROM VEHICLE,160611664,03/01/2016,1526 FOOTE ST NE,609,Edgewood,O,33.75786,-84.33768,03,01,2016
LARCENY-NON VEHICLE,160611665,03/01/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,03,01,2016
LARCENY-FROM VEHICLE,160611721,03/01/2016,316 DARGAN PL SW,104,West End,T,33.74645,-84.42396,03,01,2016
LARCENY-NON VEHICLE,160611776,03/01/2016,3393 PEACHTREE RD,210,Lenox,B,33.846759999999996,-84.36211999999999,03,01,2016
RAPE,160611873,03/01/2016,1641 PEACHTREE ST NE ,502,Midtown,E,33.79894,-84.39073,03,01,2016
BURGLARY-RESIDENCE,160611903,03/01/2016,675 AMAL DR SW,307,Amal Heights,Y,33.70916,-84.3979,03,01,2016
AGG ASSAULT,160611907,03/01/2016,1080 GUN CLUB RD NW,110,Almond Park,G,33.78467,-84.45716999999999,03,01,2016
LARCENY-NON VEHICLE,160611910,03/01/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,03,01,2016
BURGLARY-RESIDENCE,160611952,03/01/2016,1523 STOKES AVE SW,404,Westview,T,33.7411,-84.43748000000001,03,01,2016
LARCENY-NON VEHICLE,160612068,03/01/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,03,01,2016
BURGLARY-RESIDENCE,160612134,03/01/2016,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315,03,01,2016
AGG ASSAULT,160612145,03/01/2016,1046 RICHMOND AVE,304,Kirkwood,O,33.745979999999996,-84.33114,03,01,2016
LARCENY-NON VEHICLE,160612333,03/01/2016,65 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.75634,-84.41741999999999,03,01,2016
AUTO THEFT,160612344,03/01/2016,320 IRWIN ST NE,604,Sweet Auburn,M,33.75842,-84.37741,03,01,2016
LARCENY-FROM VEHICLE,160612442,03/01/2016,911 FAIRBURN RD NW,114,Carroll Heights,H,33.779920000000004,-84.50198,03,01,2016
LARCENY-FROM VEHICLE,160612462,03/01/2016,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,03,01,2016
LARCENY-FROM VEHICLE,160612470,03/01/2016,200 N HIGHLAND AVE NE,602,Inman Park,N,33.7617,-84.36084,03,01,2016
LARCENY-NON VEHICLE,160612526,03/01/2016,731 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82566,-84.36350999999999,03,01,2016
LARCENY-FROM VEHICLE,160612595,03/01/2016,1067 WESTSHIRE PL NW,501,Home Park,E,33.78387,-84.39644,03,01,2016
LARCENY-NON VEHICLE,160612618,03/01/2016,1801 HOWELL MILL RD,204,Berkeley Park,D,33.80388,-84.41278,03,01,2016
AUTO THEFT,160612674,03/01/2016,800 HUTCHENS RD SE ,313,South River Gardens,Z,33.67102,-84.36187,03,01,2016
LARCENY-NON VEHICLE,160612698,03/01/2016,1743 JOHNSON RD NE,213,Morningside/Lenox Park,F,33.80083,-84.34274,03,01,2016
LARCENY-FROM VEHICLE,160612928,03/01/2016,304 OAKLAND AVE SE,605,Grant Park,W,33.74638,-84.37465999999999,03,01,2016
LARCENY-FROM VEHICLE,160612952,03/01/2016,500 BISHOP ST NW,207,Loring Heights,E,33.79204,-84.40415,03,01,2016
LARCENY-NON VEHICLE,160612999,03/01/2016,301 E LAKE BLVD SE,611,The Villages at East Lake,O,33.745490000000004,-84.31494,03,01,2016
ROBBERY-PEDESTRIAN,160613103,03/01/2016,292 TAFT ST SW,307,Joyland,Y,33.710359999999994,-84.39854,03,01,2016
AUTO THEFT,160613118,03/01/2016,438 MORELAND AVE NE,602,Inman Park,N,33.76634,-84.34916,03,01,2016
LARCENY-FROM VEHICLE,160613126,03/01/2016,295 PONCE DE LEON AVE NE @KRISPY KREME - PONCE,505,Midtown,E,33.77213,-84.37814,03,01,2016
AUTO THEFT,160613207,03/01/2016,761 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82564,-84.36308000000001,03,01,2016
LARCENY-FROM VEHICLE,160613209,03/01/2016,913 BERNINA AVE NE,602,Inman Park,N,33.76396,-84.35755999999999,03,01,2016
LARCENY-FROM VEHICLE,160613219,03/01/2016,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,03,01,2016
LARCENY-NON VEHICLE,150611492,03/01/2016,2001 AUSTIN RD SW,412,Vine City,L,33.75823,-84.41411,03,01,2016
BURGLARY-RESIDENCE,161072849,04/30/2016,1475 WOODLAND CIR SE,607,Custer/McDonough/Guice,W,33.71376,-84.3519,04,30,2016
AUTO THEFT,161210114,04/30/2016,1052 W PEACHTREE ST NE,503,Midtown,E,33.78326,-84.38783000000001,04,30,2016
LARCENY-NON VEHICLE,161210166,04/30/2016,2371 GLENWOOD AVE SE,611,East Lake,O,33.73966,-84.30934,04,30,2016
LARCENY-NON VEHICLE,161210183,04/30/2016,1105 EUCLID AVE NE,602,Inman Park,N,33.76403,-84.35081,04,30,2016
ROBBERY-PEDESTRIAN,161210197,04/30/2016,74 NORTHSIDE DR SW,512,Downtown,M,33.74852,-84.39636,04,30,2016
AGG ASSAULT,161210208,04/30/2016,3534 MARTIN L KING JR DR SW,407,Adamsville,H,33.757709999999996,-84.50344,04,30,2016
LARCENY-NON VEHICLE,161210223,04/30/2016,1083 BIRCH ST SW,306,Sylvan Hills,X,33.70568,-84.42371999999999,04,30,2016
AUTO THEFT,161210242,04/30/2016,1791 PIEDMONT AVE NE,213,Morningside/Lenox Park,F,33.80388,-84.36715,04,30,2016
LARCENY-FROM VEHICLE,161210289,04/30/2016,535 LEE ST.,401,West End,T,33.73592,-84.41598,04,30,2016
BURGLARY-RESIDENCE,161210300,04/30/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442,04,30,2016
ROBBERY-PEDESTRIAN,161210337,04/30/2016,3639 PEACHTREE RD NE ,210,North Buckhead,B,33.85471,-84.3586,04,30,2016
ROBBERY-PEDESTRIAN,161210370,04/30/2016,448 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73642,-84.40248000000001,04,30,2016
LARCENY-FROM VEHICLE,161210378,04/30/2016,48 DANIEL ST SE,604,Old Fourth Ward,M,33.7528,-84.37053,04,30,2016
BURGLARY-RESIDENCE,161210411,04/30/2016,3030 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.680659999999996,-84.49371,04,30,2016
LARCENY-FROM VEHICLE,161210414,04/30/2016,1536 MONROE DR NE,213,Morningside/Lenox Park,F,33.79629,-84.36875,04,30,2016
AUTO THEFT,161210451,04/30/2016,350 MORELAND AVE NE,602,Inman Park,N,33.76377,-84.3497,04,30,2016
LARCENY-FROM VEHICLE,161210463,04/30/2016,177 VANIRA AVE SE,304,Peoplestown,V,33.729079999999996,-84.38213,04,30,2016
ROBBERY-PEDESTRIAN,161210472,04/30/2016,168 CENTENNIAL OLYMPIC PARK DR.  NW,508,Downtown,M,33.75906,-84.39220999999999,04,30,2016
ROBBERY-PEDESTRIAN,161210473,04/30/2016,249 PETERS ST SW,507,Castleberry Hill,M,33.747890000000005,-84.40160999999999,04,30,2016
LARCENY-FROM VEHICLE,161210481,04/30/2016,2015 MARTIN L KING JR DR NW,108,,I,33.75042,-84.45163000000001,04,30,2016
AGG ASSAULT,161210508,04/30/2016,174 WYMAN ST SE,610,Kirkwood,O,33.74853,-84.33294000000001,04,30,2016
ROBBERY-PEDESTRIAN,161210563,04/30/2016,558 14TH ST,501,Home Park,E,33.78791,-84.39990999999999,04,30,2016
LARCENY-FROM VEHICLE,161210638,04/30/2016,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623000000001,04,30,2016
AUTO THEFT,161210659,04/30/2016,330 BROWNLEE RD SW,406,,I,33.74716,-84.49741,04,30,2016
LARCENY-FROM VEHICLE,161210687,04/30/2016,2798 ENGLE RD NW,112,Collier Heights,I,33.76921,-84.4791,04,30,2016
LARCENY-FROM VEHICLE,161210695,04/30/2016,3100 LINKS DR SE,611,The Villages at East Lake,O,33.74465,-84.31184,04,30,2016
AUTO THEFT,161210727,04/30/2016,1295 DONNELLY AVE SW,402,West End,T,33.73487,-84.42975,04,30,2016
AUTO THEFT,161210739,04/30/2016,1336 ALLEGHENY ST SW,402,West End,T,33.73483,-84.43138,04,30,2016
LARCENY-NON VEHICLE,161210784,04/30/2016,477 PEACHTREE ST NE ,509,Downtown,M,33.76764,-84.38524,04,30,2016
LARCENY-FROM VEHICLE,161210832,04/30/2016,1961 SANDCREEK DR SW,412,Sandlewood Estates,P,33.70477,-84.5449,04,30,2016
AUTO THEFT,161210849,04/30/2016,1867 MYRTLE DR SW,410,Campbellton Road,R,33.70394,-84.4551,04,30,2016
LARCENY-FROM VEHICLE,161210863,04/30/2016,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403000000001,04,30,2016
AUTO THEFT,161210892,04/30/2016,3744 STEPHANIE DR SW,414,Deerwood,P,33.673840000000006,-84.51089,04,30,2016
LARCENY-FROM VEHICLE,161211008,04/30/2016,570 SPRING ST NW,509,Downtown,M,33.77028,-84.38939,04,30,2016
AUTO THEFT,161211037,04/30/2016,1061 SEABOARD AVE NE,606,Ormewood Park,W,33.73207,-84.34996,04,30,2016
ROBBERY-RESIDENCE,161211063,04/30/2016,175 FLORIDA AVE SW,405,Florida Heights,I,33.751090000000005,-84.46432,04,30,2016
AUTO THEFT,161211115,04/30/2016,3550 CAMPBELLTON RD SW,413,,P,33.689840000000004,-84.50491,04,30,2016
LARCENY-FROM VEHICLE,161211262,04/30/2016,1444 GRAHAM ST SW,301,Capitol View,X,33.71544,-84.41586,04,30,2016
LARCENY-NON VEHICLE,161211312,04/30/2016,736 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77386,-84.3631,04,30,2016
LARCENY-FROM VEHICLE,161211366,04/30/2016,220 RENAISSANCE PKWY NE,603,Old Fourth Ward,M,33.7691,-84.38027,04,30,2016
LARCENY-FROM VEHICLE,161211399,04/30/2016,154 TED TURNER DR NW,508,Downtown,M,33.758759999999995,-84.3903,04,30,2016
LARCENY-FROM VEHICLE,161211408,04/30/2016,187 MOURY AVE SW,305,The Villages at Carver,Y,33.714490000000005,-84.39138,04,30,2016
LARCENY-FROM VEHICLE,161211442,04/30/2016,2699 PEACHTREE RD NE,206,Peachtree Heights East,B,33.828070000000004,-84.38696,04,30,2016
LARCENY-NON VEHICLE,161211512,04/30/2016,976 OAKLAND DR SW,402,Oakland City,S,33.72827,-84.42685999999999,04,30,2016
AGG ASSAULT,161211513,04/30/2016,1981 MARTIN L KING JR DR NW,108,,I,33.75014,-84.45237,04,30,2016
LARCENY-NON VEHICLE,161211540,04/30/2016,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,04,30,2016
AUTO THEFT,161211556,04/30/2016,28 12TH ST NE,503,Midtown,E,33.78481,-84.38681,04,30,2016
LARCENY-FROM VEHICLE,161211586,04/30/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.846759999999996,-84.36211999999999,04,30,2016
LARCENY-NON VEHICLE,161211607,04/30/2016,3201 MARTIN L KING JR DR NW,111,,I,33.75428,-84.49165,04,30,2016
LARCENY-NON VEHICLE,161211641,04/30/2016,1899 CHESHIRE BRIDGE RD NE,213,Morningside/Lenox Park,F,33.80966,-84.36085,04,30,2016
LARCENY-FROM VEHICLE,161211658,04/30/2016,77 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.84064,-84.38193000000001,04,30,2016
LARCENY-NON VEHICLE,161211764,04/30/2016,2685 METROPOLITAN PKWY,309,Perkerson,X,33.68274,-84.40902,04,30,2016
LARCENY-NON VEHICLE,161211769,04/30/2016,659 PEACHTREE ST NE @GEORGIAN TERRACE,505,Midtown,E,33.77258,-84.38449,04,30,2016
LARCENY-NON VEHICLE,161211779,04/30/2016,898 OAK ST SW,401,West End,T,33.74057,-84.41738000000001,04,30,2016
LARCENY-NON VEHICLE,161211863,04/30/2016,3300 PEACHTREE RD NE,208,North Buckhead,B,33.84514,-84.37031,04,30,2016
RAPE,161212089,04/30/2016,1074 PEACHTREE WALK NE,503,Midtown,E,33.78436,-84.38639,04,30,2016
LARCENY-NON VEHICLE,161212093,04/30/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,04,30,2016
AGG ASSAULT,161212107,04/30/2016,585 MCWILLIAMS RD SE,310,Browns Mill Park,Z,33.6887,-84.36924,04,30,2016
LARCENY-FROM VEHICLE,161212135,04/30/2016,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,04,30,2016
AGG ASSAULT,161212141,04/30/2016,252 FLORIDA AVE SW,405,Florida Heights,I,33.74855,-84.46303,04,30,2016
LARCENY-NON VEHICLE,161212193,04/30/2016,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70405,-84.45488,04,30,2016
AUTO THEFT,161212340,04/30/2016,51 GAMMON AVE,305,South Atlanta,Y,33.71799,-84.38653000000001,04,30,2016
LARCENY-NON VEHICLE,161212437,04/30/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,04,30,2016
AGG ASSAULT,161212488,04/30/2016,387 HILL ST SE,605,Grant Park,W,33.74436,-84.37974,04,30,2016
AGG ASSAULT,161212537,04/30/2016,143 MAYSON AVE NE,609,Edgewood,O,33.757540000000006,-84.33836,04,30,2016
BURGLARY-RESIDENCE,161212775,04/30/2016,197 HAYGOOD AVE SE,304,Peoplestown,V,33.726040000000005,-84.38154,04,30,2016
LARCENY-NON VEHICLE,161212777,04/30/2016,2036 SYLVAN RD SW,306,Sylvan Hills,X,33.69924,-84.41819,04,30,2016
LARCENY-FROM VEHICLE,161212916,04/30/2016,660 PEACHTREE ST NE @FOX THEATER,505,Midtown,E,33.7727,-84.38497,04,30,2016
BURGLARY-RESIDENCE,161213042,04/30/2016,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,04,30,2016
BURGLARY-RESIDENCE,161213044,04/30/2016,1195 WOODLAND AVE NE,213,Lindridge/Martin Manor,F,33.81476,-84.34905,04,30,2016
AUTO THEFT,161213089,04/30/2016,1153 GRAYMONT DR SW,403,Oakland City,S,33.7237,-84.43682,04,30,2016
AUTO THEFT,161213117,04/30/2016,707 ERIN AVE SW,301,Capitol View,X,33.71974,-84.41089000000001,04,30,2016
BURGLARY-RESIDENCE,161201901,04/29/2016,480 PEACHTREE HILLS AVE NE,211,Peachtree Hills,B,33.81948,-84.37347,04,29,2016
LARCENY-NON VEHICLE,161201959,04/29/2016,1695 NORTHSIDE DR NW,207,Loring Heights,E,33.80107,-84.40742,04,29,2016
LARCENY-FROM VEHICLE,161202000,04/29/2016,2778 VINEYARDS DR SE,312,Rosedale Heights,Z,33.6791,-84.37093,04,29,2016
ROBBERY-PEDESTRIAN,161202011,04/29/2016,2716 MARTIN L KING JR DR NW,405,Florida Heights,I,33.75074,-84.45848000000001,04,29,2016
LARCENY-FROM VEHICLE,161202016,04/29/2016,590 W PEACHTREE ST NW @RENAISSANCE HOTEL,509,Downtown,M,33.77023,-84.38815,04,29,2016
BURGLARY-RESIDENCE,161202046,04/29/2016,2207 FORREST PL NW,203,Riverside,D,33.81597,-84.46981,04,29,2016
LARCENY-NON VEHICLE,161202102,04/29/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,04,29,2016
LARCENY-NON VEHICLE,161202111,04/29/2016,1280 CAROLINE ST NE,609,Edgewood,O,33.759570000000004,-84.34602,04,29,2016
BURGLARY-RESIDENCE,161202112,04/29/2016,200 CARVER CIR NW,108,Dixie Hills,J,33.759570000000004,-84.45756,04,29,2016
AUTO THEFT,161202175,04/29/2016,40 PEACHTREE VALLEY RD NE,207,,E,33.81133,-84.38989000000001,04,29,2016
LARCENY-NON VEHICLE,161202266,04/29/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,04,29,2016
AGG ASSAULT,161202268,04/29/2016,1428 PONCE DE LEON AVE,608,Druid Hills,N,33.77556,-84.3401,04,29,2016
LARCENY-NON VEHICLE,161202527,04/29/2016,901 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.76375,-84.41708,04,29,2016
AUTO THEFT,161202584,04/29/2016,275 E LAKE BLVD SE,611,The Villages at East Lake,O,33.745329999999996,-84.31429,04,29,2016
LARCENY-NON VEHICLE,161202632,04/29/2016,384 WOODWARD WAY NW,205,Sherwood Forest,E,33.79887,-84.38166,04,29,2016
LARCENY-NON VEHICLE,161202637,04/29/2016,1167 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76378,-84.42565,04,29,2016
AUTO THEFT,161202644,04/29/2016,2035 BENT CREEK WAY SW,410,Campbellton Road,R,33.701,-84.46608,04,29,2016
LARCENY-NON VEHICLE,161202743,04/29/2016,230 18TH ST NW,501,Atlantic Station,E,33.79231,-84.39541,04,29,2016
AGG ASSAULT,161202806,04/29/2016,1826 LANGSTON AVE SW,306,Sylvan Hills,X,33.70519,-84.42000999999999,04,29,2016
BURGLARY-RESIDENCE,161202894,04/29/2016,546 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.76961,-84.4175,04,29,2016
BURGLARY-RESIDENCE,161202936,04/29/2016,2682 BURTON RD NW,111,Westhaven,I,33.75554,-84.47565,04,29,2016
LARCENY-FROM VEHICLE,161202981,04/29/2016,655 HIGHLAND AVE. NE,604,Old Fourth Ward,M,33.760940000000005,-84.36599,04,29,2016
LARCENY-FROM VEHICLE,161203003,04/29/2016,1917 DEFOOR AVE NW,204,Underwood Hills,D,33.80778,-84.42604,04,29,2016
LARCENY-FROM VEHICLE,161203080,04/29/2016,2798 PEEK RD NW,112,Collier Heights,I,33.777429999999995,-84.47815,04,29,2016
BURGLARY-RESIDENCE,161203118,04/29/2016,2510 EDWARDS DR NW,203,Riverside,D,33.81536,-84.47048000000001,04,29,2016
AUTO THEFT,161203130,04/29/2016,3024 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.7527,-84.48607,04,29,2016
LARCENY-FROM VEHICLE,161203139,04/29/2016,135  W. WIEUCA RD NW,202,Chastain Park,A,33.87583,-84.39200000000001,04,29,2016
AGG ASSAULT,161203283,04/29/2016,766 PLAINVILLE DR SW,407,Wildwood (NPU-H),H,33.740520000000004,-84.51913,04,29,2016
BURGLARY-RESIDENCE,161203297,04/29/2016,2834 PEEK RD NW,112,Collier Heights,I,33.77557,-84.47939000000001,04,29,2016
LARCENY-NON VEHICLE,161203308,04/29/2016,2260 FAIRBURN RD SW,412,Ben Hill Acres,P,33.69265,-84.51049,04,29,2016
BURGLARY-RESIDENCE,161203324,04/29/2016,423 PARKWAY DR NE,603,Old Fourth Ward,M,33.76597,-84.3733,04,29,2016
AUTO THEFT,161203397,04/29/2016,2500 PEACHTREE RD NW,206,Peachtree Heights West,B,33.82307,-84.38757,04,29,2016
LARCENY-FROM VEHICLE,161132076,04/29/2016,441 16TH ST ST NW,501,Atlantic Station,E,33.788740000000004,-84.40468,04,29,2016
LARCENY-NON VEHICLE,161198108,04/29/2016,6000 N TERMINAL PKWY,706,,,33.64184,-84.4477,04,29,2016
LARCENY-NON VEHICLE,161200069,04/29/2016,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,04,29,2016
